language,real_value,language_family,simulated_mean,simulated_sd,zscore
Balochi,1.2244,Indo-European,0.19635198,0.07805111544174946,13.171471210648427
Bandjalang,1.52205,Pama-Nyungan,0.60989844,0.10645505860629297,8.568419123918261
Bannock,0,Uto-Aztecan,0,0,NA
Bardi,0,Other,0,0,NA
Bari,0.91829,Other,0.17774519,0.05849105395320259,12.660821782977166
Baruya,0,Other,0,0,NA
Basque,0.91829,Other,0.17326988000000001,0.05794074249115234,12.858311577794607
Basque,0.9183,Other,0.30440747,0.06585363919096494,9.322074490368111
Bats_Tsova_Tush_,0.91829,Nakh-Daghestanian,0.30886507,0.04368317094510103,13.951023170133341
Belarusian,0.9183,Indo-European,0.14796612,0.07376825445888978,10.442620415117704
Bengali,2.4183,Indo-European,1.19952682,0.1048961700319653,11.618853001292608
Berik,0,Other,0,0,NA
Bezhta,0.91829,Nakh-Daghestanian,0.38783315,0.07510039860778735,7.063302723202798
Bihari,0,Indo-European,0,0,NA
Bilua,0.11823,Other,0.06558033,0.037767267718250445,1.3940555719512073
Bindal,0,Pama-Nyungan,0,0,NA
Bininj_Kun-wok,0,Other,0,0,NA
Biri,1.52193,Pama-Nyungan,0.3503286,0.1006492052395614,11.640443630045555
Blagar,0.74249,Other,0.11613571,0.06676260518694015,9.381813190874778
Boers,0.9183,Indo-European,0.14849993,0.07659137987767727,10.050740321292476
Breton,0.9183,Indo-European,0.14832303,0.07238465057426097,10.637296220834333
Budukh,0.54085,Nakh-Daghestanian,0.23038534,0.03631848477043639,8.548392422272014
Buin,0.99679,Other,0.47745984,0.1215173173609136,4.273713173387121
Bulgarian,0.91829,Indo-European,0.39408439,0.07362014975451882,7.120409449694501
Bunganditj,1.93002,Pama-Nyungan,0.65986417,0.09844818443999173,12.901769973972584
Burmese,0,Sino-Tibetan,0,0,NA
Cahuilla,1.6391,Uto-Aztecan,0.87439561,0.1210139537459591,6.319142266893623
Cayubaba,0,Other,0,0,NA
Central_Aymara,0,Other,0,0,NA
Central_Kurdish,1.9183,Indo-European,0.27472488,0.09419868283916837,17.4479628638352
Cha_palaa,0,Other,0,0,NA
Chamalal,0.91829,Nakh-Daghestanian,0.307661,0.0406321208632511,15.028233501645028
Chamalal_Gigatli_,0.91829,Nakh-Daghestanian,0.30791594,0.0424943907187638,14.363638345577776
Chavacano,0.88654,Indo-European,0.23658073,0.06871794742616782,9.458362688995207
Chemehuevi,1,Uto-Aztecan,0.46004352,0.28355992813593045,1.9042058712229624
Chenchu,1.52193,Dravidian,0.57031889,0.15223496122141583,6.250936725473616
Chepang,0,Sino-Tibetan,0,0,NA
Chimariko,0.84535,Other,0.14545959,0.05269874276508806,13.28096977796716
Chipaya,0,Other,0,0,NA
Chiricahua,0.15835,Other,0.09935576,0.06750365223665819,0.8739414542071677
Chiriguano,1.00163,Tupian,0.47829599,0.04963283213000388,10.544109363520198
Cinta_Larga,0.92193,Tupian,0.38004075,0.08533696446582655,6.349994441353739
Cocama_Cocamilla,0.6175,Tupian,0.19055353,0.06619062484110538,6.45025592408156
Cocopa,1.12068,Other,0.729981,0.10522210262906592,3.71308869750789
Cofan,0,Other,0,0,NA
Colorado_Ute,0,Uto-Aztecan,0,0,NA
Comanche,0.62612,Uto-Aztecan,0.46092448,0.10061839125521929,1.6418024372997608
Copper_Inuit,0.9183,Other,0.1793554,0.06844651695538148,10.79594160330611
Cora,0,Uto-Aztecan,0,0,NA
Cornish,0.72193,Indo-European,0.12044706000000001,0.11142127390060677,5.398277357127976
Cruzeño,0,Other,0,0,NA
Cubeo,0.5,Other,0.16108857000000001,0.09156604483115519,3.7012784665422833
Cupeño,1.58419,Uto-Aztecan,0.7680473800000001,0.10546331263642275,7.738640097657404
Cusco_Quechua,1.19818,Other,0.74083674,0.1238642640121503,3.692293848007183
Czech,0.9183,Indo-European,0.14411615,0.07224123273993381,10.71664782890732
Dalabon,0,Other,0,0,NA
Dandami_Maria,1.26346,Dravidian,0.47458534,0.12457351413084286,6.332603406944306
Danish,0.91829,Indo-European,0.31034917,0.04396765454350684,13.82700160633838
Dargwa_Chirag_,0.9183,Nakh-Daghestanian,0.19274633,0.048260148291776356,15.034219654970189
Dargwa_Itsari_,0.9183,Nakh-Daghestanian,0.19441262,0.04930207611698563,14.68269567963701
Dari,2.25163,Indo-European,0.80606417,0.11904513009321302,12.143006848479343
Daribi,0.93211,Other,0.09667436,0.059528068886667035,14.03431449440348
De_kwana_Maquiritari_,0.17095,Cariban,0.12289756,0.036062492856670875,1.3324769363832596
Degexit_an,0,Other,0,0,NA
Dehong,0,Tai-Kadai,0,0,NA
DeneTha_South_Slavey_,0.9183,Other,0.25266767,0.050866826530779494,13.085784496448312
Dene_Suliné,0.88654,Other,0.1916503,0.04691185841095585,14.812666211443771
Délįne,0.79186,Other,0.33057573,0.08065323975979422,5.719352023227107
Dharumbal,0,Pama-Nyungan,0,0,NA
Dhuwal,0.98523,Pama-Nyungan,0.24505954,0.07980208918334424,9.275076223875146
Dhuwal-Dhuwala_(Yolngu),1.40299,Pama-Nyungan,0.23172401,0.0816525368791362,14.34451438702673
Diyari,1.54644,Pama-Nyungan,0.49854049,0.1132645147951099,9.25179004117574
Diyari,1.86293,Pama-Nyungan,0.99740823,0.10183042900842135,8.499637862945875
Djambarrpuyngu,1.5,Pama-Nyungan,0.2940684,0.1145691408524812,10.52579770631913
Djinang,1,Pama-Nyungan,0.225345,0.09381726701087273,8.257062102546893
Djinang,1.53012,Pama-Nyungan,0.36549075,0.11345729987547092,10.26491244969059
Dogrib,0,Other,0,0,NA
Doutai,0.07834,Other,0.09062363,0.05327035755011052,-0.23059034263933725
Duna,0.93211,Other,0.15554404,0.07139398152418926,10.877190813862773
Dutch,0.9183,Indo-European,0.14376154,0.07117135286262793,10.88272779491747
Duungidjawu,0.7642,Pama-Nyungan,0.29205542,0.15217694123706083,3.1026026424364415
Dyirbal,1.58496,Pama-Nyungan,1.06192926,0.11124474113630219,4.701622159012069
Dzonghka_Sha,0,Sino-Tibetan,0,0,NA
Dzonghka_Wang,0,Sino-Tibetan,0,0,NA
East_Kewa,0.99679,Nuclear Trans New Guinea,0.22720801,0.07798472150959333,9.868368766378545
Eastern_Armenian,0.91829,Indo-European,0.30690318,0.042192840474123985,14.490297717096134
Eastern_Pahari_Nepali_,0,Indo-European,0,0,NA
Eastern_Yiddish,0.91829,Indo-European,0.30670956,0.04159536855337973,14.703089821530323
Edopi,0.46606,Other,0.20335415,0.06286035397433966,4.179197751690033
Eipo,1.72667,Other,0.79027938,0.09233512538354618,10.141217831354801
Ekari,0,Other,0,0,NA
Elamite,0,Other,0,0,NA
Emerillon,0.31128,Tupian,0.13571808,0.15443696928195202,1.1367868769781453
Ende_(Papua_New_Guinea),0.88654,Other,0.37366510000000003,0.057131779184467754,8.97705107947056
English,0.88654,Indo-European,0.10463942,0.05087954010469105,15.367681751665625
Epena,0,Other,0,0,NA
Erave_(South_Kewa),0.99679,Nuclear Trans New Guinea,0.22853302,0.08372917798668471,9.175498893852444
Estonian,2.32193,Uralic,0.92605323,0.1209442764088618,11.541486802410782
Eudeve,0,Uto-Aztecan,0,0,NA
Eyak,0,Other,0,0,NA
Finnic,0.9183,Uralic,0.25085573,0.04976176068120172,13.412794500499608
Foi,0.4138,Other,0.3206106,0.20295187683327826,0.4591699345384896
Fore,0,Other,0,0,NA
Frisian,0.88654,Indo-European,0.23921071,0.07173483014723149,9.023918906218848
Gabrielino,0.61752,Uto-Aztecan,0.39150575,0.13483001681848436,1.6762903048827242
Galeia_A,1.04644,Other,0.39765435,0.15432170543168852,4.204111457847963
Galibi_Carib,0.67769,Cariban,0.61822645,0.07945192800783164,0.7484217374075386
Ganggalida,0,Other,0,0,NA
Gimi,0.62914,Other,0.17119241,0.0690749494544443,6.629720233121874
Godoberi,0.91829,Nakh-Daghestanian,0.30860379,0.0437381733814599,13.939452950690413
Gondi,0,Dravidian,0,0,NA
Gothic,0,Indo-European,0,0,NA
Grand_Valley_Dani,0,Other,0,0,NA
Guajá,1.34948,Tupian,0.78205376,0.1113068537258544,5.097855352174041
Guarayu,0.34975,Tupian,0.41275126,0.07096645319791522,-0.8877611485570309
Guarijio,0,Uto-Aztecan,0,0,NA
Gui_(Gwi),1.4749,Other,0.41456609,0.1024132500519249,10.353483650429965
Gujarati,2.25163,Indo-European,1.06945599,0.10950665577159306,10.795453497052787
Gumatj,0.77995,Pama-Nyungan,0.11699086,0.0631063638757774,10.505424481515227
Gumbaynggir,1.39215,Pama-Nyungan,0.43141632,0.09316610440964282,10.31205164247012
Gunya,0,Pama-Nyungan,0,0,NA
Gupapuyngu,1.40854,Pama-Nyungan,0.42719206,0.09893471635000353,9.919146445300997
Gurindji,1,Pama-Nyungan,0.22407352,0.08517329258740547,9.109973988662448
Guugu_Yimidhirr,1.01014,Pama-Nyungan,0.49295678,0.10622979528662492,4.868532586404382
Guugu_Yimidhirr,1.5,Pama-Nyungan,0.85775548,0.13035502270996432,4.926887408312399
Gününa_Küne,0.91829,Other,0.23941441,0.04948566937331681,13.718630031628043
Hewa,0.93211,Other,0.09580573,0.059454266225726304,14.066345833364686
Highland_Puebla_Nahuatl,0,Uto-Aztecan,0,0,NA
Hindi,2.25163,Indo-European,1.06727114,0.11457938364669823,10.336579079984684
Hinuq,0.91829,Nakh-Daghestanian,0.3086263,0.04319442490939373,14.114407155063503
Hittite,0.91829,Indo-European,0.10463752,0.10824893766293855,7.516493903464626
Hopi,0,Uto-Aztecan,0,0,NA
Hoti_Yuwana_,0,Other,0,0,NA
Huastec_Nahuatl,0,Uto-Aztecan,0,0,NA
Huichol,0,Uto-Aztecan,0,0,NA
Huli,0.94067,Other,0.26999319,0.10129400259386231,6.621091010581096
Hunza,0,Other,0,0,NA
Hunzib,0.9183,Nakh-Daghestanian,0.19604517999999999,0.051826644342764766,13.935975002032523
Hupa,0,Other,0,0,NA
I'saka_(Krisa),0,Other,0,0,NA
Iau,0.00119,Other,0.16477321,0.0676304201756061,-2.4187815124502734
Icelandic,0.91829,Indo-European,0.17784354,0.05970642130133921,12.401454380642837
Idi,0,Other,0,0,NA
Inanwatan_(Suabo),0.4984,Other,0.2439628,0.08385021248806883,3.0344252262473907
Ingrian,0.9183,Uralic,0.13983209,0.05535915818839036,14.062134170299872
Ingush,0.91829,Nakh-Daghestanian,0.30838245,0.04172183875294121,14.618424504528921
Inxokvari,0.91829,Nakh-Daghestanian,0.31013039,0.04493523685103662,13.534136072679237
Irish,0.91829,Indo-European,0.1782269,0.05888795560133587,12.56730841549561
Isirawa,1.50504,Other,0.44550604,0.10766671280281646,9.84086847659645
Italian,0.9183,Indo-European,0.14512473,0.07064434047797934,10.944617286660177
Itonama,0,Other,0,0,NA
Iwam,0,Other,0,0,NA
Iyojwa_ja_Chorote,0,Other,0.1665,0.23576117859675993,-0.7062231406841475
Jamaican_Creole,0.91829,Indo-European,0.30800862,0.04155644936685014,14.685599691460299
Japanese,0.9183,Other,0.19743447,0.04816653163233355,14.966108323981803
Jaru,0.72193,Pama-Nyungan,0.34525808,0.07421804466615695,5.0752067330030375
Jicarilla,1.08496,Other,0.27214252,0.09432691815350451,8.617025721939177
Jinghpaw,0,Sino-Tibetan,0,0,NA
Jingulu,0,Other,0,0,NA
Judeo_Tat,0.91829,Indo-European,0.30756989,0.04206937184859831,14.516977153780545
Jurúna,1.32486,Tupian,0.81950185,0.11990698656251855,4.214584691747801
Kadar,0,Dravidian,0,0,NA
Kaiwá,0,Tupian,0,0,NA
Kala_Lagaw_Ya,7.3e-4,Pama-Nyungan,0.0441765,0.03747538155606655,-1.1593344269223815
Kalam,1.58219,Nuclear Trans New Guinea,0.58836908,0.11050761971995311,8.993234335501274
Kalamang,1.58219,Other,0.89564878,0.09414449111615145,7.292420532105004
Kalkatungu,1.12581,Pama-Nyungan,0.25914642,0.09799269018408012,8.844165604311556
Kamang,1.68738,Other,0.94580044,0.11593301480824575,6.396621024878715
Kamano,1.18639,Other,0.20998834,0.0771236089800426,12.66021744719785
Kamayurá,0.9183,Tupian,0.42369145,0.03835421596747846,12.895806563205241
Karajarri,1.09614,Pama-Nyungan,0.27088673,0.085962732664884,9.600128386066514
Karitiana,0.81128,Tupian,0.64997288,0.14190417771213698,1.1367327065396435
Kariyarra,0.95048,Pama-Nyungan,0.50870429,0.11139988115620914,3.9656748769823675
Karok,0,Other,0,0,NA
Kartujarra,0.98418,Pama-Nyungan,0.28623142,0.08660870042306704,8.058642799056607
Karuwali,0,Pama-Nyungan,0,0,NA
Kashaya,0.35876,Other,0.399721,0.11062581779748958,-0.37026618935358047
Kashmiri,2.25163,Indo-European,0.8015464,0.12023854969548191,12.060055644986614
Kaure,0,Other,0,0,NA
Kaurna,1.12193,Pama-Nyungan,0.23440953,0.08629558722004708,10.284656476546031
Kawaiisu,0,Uto-Aztecan,0,0,NA
Kayabí,0.91829,Tupian,0.38420691,0.03205112551844161,16.66347378948358
Kayardild,0,Other,0,0,NA
Kazakh,0,Turkic,0,0,NA
Kazym_Berezover_Suryskarer_Khanty,0.91829,Uralic,0.30677845,0.04251690724522657,14.38278533461898
Kemiju_(Jate),1.18639,Other,0.20268284,0.07299700935044194,13.47599262974524
Kemtuik,1.77742,Other,0.81235291,0.11749224392961229,8.213879127018428
Ket,0.84535,Other,0.15529704,0.07214152206770137,9.565267549420684
Ketengban,0,Other,0,0,NA
Khalkha-Mongolian,0,Other,0,0,NA
Kilmeri,0,Other,0,0,NA
Kimaama,0,Other,0.02257928,0.022515617871373853,-1.0028274653171783
Kiowa_Apache,0,Other,0,0,NA
Kiraman,0,Other,0,0,NA
Kiwaian,0,Other,0,0,NA
Kodava,1,Dravidian,0.37183781,0.11601400583746065,5.414537541959162
Kogi,0,Other,0,0,NA
Koiari,0.49434,Other,0.13717243,0.043385107176539504,8.232492512848703
Komba,0.93211,Nuclear Trans New Guinea,0.19288938,0.05791771756054466,12.763289907397525
Kombai,0,Other,0,0,NA
Komi_Zyrian,0.91829,Uralic,0.30897987,0.04422403307914018,13.777805586153168
Komnzo,1.25715,Other,0.28164466,0.08164311528449755,11.948409080186453
Konda_(Western_Dani),0.49261,Other,0.49261,0,NA
Korafe,0.93211,Other,0.26141027,0.08189839213477491,8.189412667543857
Korowai,0,Other,0,0,NA
Koya,1.57262,Dravidian,0.64526005,0.11729293210598633,7.906358323125847
Kriol_Roper_River,0.22011,Indo-European,0.08918609,0.041478836904171056,3.1564026325635584
Kristang_(Malacca_Creole_Portugese),0.88654,Indo-European,0.18717771,0.07164447396628582,9.76156640258261
Ku_Waru,0,Nuclear Trans New Guinea,0,0,NA
Kui,1.24644,Dravidian,0.58991395,0.1136482463172595,5.776825171303104
Kukatja,0.25163,Pama-Nyungan,0.22799768,0.05132570068073078,0.4604383318019134
Kuku-Yalanji,1.25715,Pama-Nyungan,0.31443816,0.06358992940817387,14.824860615096444
Kuman,0.49438,Other,0.24290061,0.06035532141867402,4.16664817764009
Kumaoni,0.91829,Indo-European,0.32120621,0.055290633866227554,10.799004248072274
Kumyk,0.9183,Turkic,0.19543678,0.05099820115015972,14.174288576798872
Kung,0.9183,Other,0.08829018,0.04449917999005586,18.652249775961728
Kunimaipa,0,Other,0,0,NA
Kunjen,1.03624,Pama-Nyungan,0.82116012,0.1238562358064128,1.7365284727058043
Kunza,0,Other,0,0,NA
Kuot,1.20899,Other,0.4358599,0.15008581611661173,5.151253596137981
Kurukh,0,Dravidian,0,0,NA
Kuuku_Ya'u,1.01947,Pama-Nyungan,0.33864462,0.1066694639810363,6.382570555721901
Kuvi,0.5134,Dravidian,0.42594908,0.14759780242481335,0.5924947293476654
Kwoma,1.39243,Other,0.87383195,0.11719979531090666,4.424905765613902
Kyaka,0.88654,Nuclear Trans New Guinea,0.33190715,0.09645059344220155,5.750434810257193
Lahnda,1.92193,Indo-European,0.33043376,0.12249845787292035,12.99196959402554
Lardil,1.25716,Other,0.25302408,0.071583465559409,14.027484030745077
Latin,0.88654,Indo-European,0.38986475,0.07923406495685481,6.268456001474287
Latin,2.22987,Indo-European,0.46146893,0.11767826682033067,15.027422801017005
Latvian,0.9183,Indo-European,0.36974851,0.07935626813158285,6.9125162122093675
Lengua,0,Other,0,0,NA
Limilngan,0.7642,Other,0.372128,0.1336167386521915,2.9343030218734456
Lipan_Apache,0.58497,Other,0.14421148,0.06515762728186626,6.764496167015364
Lisu,0,Sino-Tibetan,0.10864476499999999,0.06644951214238345,-1.6349971805241166
Lithuanian,1.02206,Indo-European,0.20199129,0.08572052467633809,9.566771938183996
Loloda-Laba_(Loda),0.12582,Other,0.10820444,0.0656991135511569,0.2681247744124212
Lower_Pima_Pima_Bajo,0,Uto-Aztecan,0,0,NA
Luiseńo,1.82193,Uto-Aztecan,0.71569967,0.09744427848160148,11.352440053305624
Luxembourgish,0.9183,Indo-European,0.10129173,0.053894383988803814,15.159432384823766
Maca,0,Other,0,0,NA
Macedonian,0.9183,Indo-European,0.31566845,0.07374008809114069,8.172373611151158
Macushi,0.84535,Cariban,0.25111829,0.043159871219218895,13.768152990581477
Madole,0.62925,Other,0.12725899,0.07008490752753437,7.16261214731263
Maguindanao_(Magindonao_Moro),0.81221,Austronesian,0.25252544,0.08926146959556941,6.2701696771949695
Magyar,0.91829,Uralic,0.30803922,0.043841393184386235,13.919511577413468
Mahasu_Pahari,0,Indo-European,0,0,NA
Mairasi,7.3e-4,Other,0.04490341,0.03937694759721701,-1.1218088931586454
Maithili,2.25163,Indo-European,0.93684021,0.11154274920117065,11.787317413422704
Maklew,0,Other,0,0,NA
Mala,0,Other,0,0,NA
Malapandaram,1.25163,Dravidian,0.47568786,0.1443643866185291,5.3748861348357515
Malayalam,0,Dravidian,0,0,NA
Malgana,0,Pama-Nyungan,0,0,NA
Mali,0,Other,0,0,NA
Malua_Bay,1.76001,Austronesian,0.66785856,0.11949822700100109,9.139478194859333
Manam,0,Austronesian,0,0,NA
Manange,0.87398,Sino-Tibetan,0.49353383,0.11334966167851465,3.3563944026496664
Mangaia,0,Austronesian,0,0,NA
Mangarevans,0.65564,Austronesian,0.480608,0.11404143055171784,1.5348106311295606
Mangei_(Sobjo),0.98523,Austronesian,0.26134677,0.11945961626920742,6.059648043475192
Manggarai,0,Austronesian,0,0,NA
Mansi,0.91829,Uralic,0.30790754,0.04391317842958066,13.899755878040386
Mapudungun,0.91829,Other,0.17548954,0.05691750053591299,13.050475741311205
Maragus_(Tape),0.45915,Austronesian,0.23348559,0.15595067315375402,1.4470242765641301
Maranao_(Lanao_Moro),0.88654,Austronesian,0.1498597,0.07416161832877667,9.933444234376267
Marathi,2.25163,Indo-European,0.9385832,0.11255814215918068,11.665498157770568
Margany,0,Pama-Nyungan,0,0,NA
Mari,0,Uralic,0,0,NA
Marind,0.80083,Other,0.30654384,0.06399420898360912,7.723920146065121
Marquesas,0,Austronesian,0,0,NA
Marra,0.31128,Other,0.25470758,0.039107031885410155,1.4466047989979458
Marshallese,0,Austronesian,0,0,NA
MartuWangka,1.19975,Pama-Nyungan,0.29757042,0.08026274622797089,11.240327828274559
Marwari_India_,2.05881,Indo-European,0.92409671,0.1276945671395336,8.886151661879891
Maskelynes,0.84125,Austronesian,0.37063691,0.12011735623222866,3.917944123663038
Mattole,0,Other,0,0,NA
Matukar,1.01248,Austronesian,0.22893296,0.07450106474868053,10.517259620962362
Maybrat,0.93211,Other,0.20622435,0.07770352364574251,9.341734015942174
Mayo,0,Uto-Aztecan,0,0,NA
Māori,0.58497,Austronesian,0.2398193,0.095149999973752,3.6274377309008194
Mblafe,0,Other,0,0,NA
Mbyá_Guaraní,0,Tupian,0,0,NA
Mekeo,0,Austronesian,0,0,NA
Mekongga,0,Austronesian,0,0,NA
Mele-Fila_(Ifira-Mele),0.8927,Austronesian,0.19283824,0.06218886340683703,11.253811722229633
Menui,0,Austronesian,0,0,NA
Meriam,0.46606,Other,0.05795928,0.04297635698312668,9.495935641083491
Merlav,0.66934,Austronesian,0.20606851,0.0977831094759145,4.73774553174862
Meyah,0,Other,0,0,NA
Miani,0,Other,0,0,NA
Middle_English,0.91829,Indo-European,0.15474845,0.13263352391746314,5.756776472855734
Middle_High_German,1.8366,Indo-European,0.36692303,0.12594208662437828,11.669466573023403
Midob,2,Other,0.61839382,0.1319107112312914,10.473798276907935
Minangkabau,0,Austronesian,0,0,NA
Miningir_(Lunga),0.88654,Austronesian,0.14495437,0.05261351481458205,14.094964622938791
Mocoví,0.31669,Other,0.09842608,0.03713920420960744,5.876914291651353
Modern_Greek,0.9183,Indo-European,0.1419821,0.07050179693994871,11.01132075628149
Modern_Welsh,0.9183,Indo-European,0.14604789,0.07165498707431689,10.777367236129141
Momu-Fas,0.9406,Other,0.30511785,0.07598649319073045,8.363093535648545
Moni,0,Other,0,0,NA
Mono,0,Uto-Aztecan,0,0,NA
Mono-Alu,0,Austronesian,0,0,NA
Monumbo,0,Other,0,0,NA
Morgan1871_Kings_Mill_Islands_gilb1244.csv,0,Austronesian,0,0,NA
Mori_Atas,0,Austronesian,0,0,NA
Mori_Bawah,0.88654,Austronesian,0.10626661,0.05448410965421673,14.321118486692782
Moronene,0.88654,Austronesian,0.06506743,0.03922442149397026,20.94288554711457
Mortlockese,0.88654,Austronesian,0.15289474,0.07109284009973048,10.319537930554294
Mosetén_Chimané,0,Other,0,0,NA
Mota,1.62668,Austronesian,0.5723201,0.1245380802398199,8.466164710180575
Motu,0,Austronesian,0,0,NA
Mouk,0.77781,Austronesian,0.38359135,0.10205123261065911,3.8629484418282707
Movima,0,Other,0,0,NA
Mudburra,1,Pama-Nyungan,0.22700235,0.09004649033915703,8.584428411241024
Muduapa_(Vitu),0.4984,Austronesian,0.09581768,0.06718368011274085,5.9922635872942225
Muisca_Chibcha_,0,Other,0,0,NA
Muna,0.88654,Austronesian,0.10556044,0.05628361856815467,13.875788015553766
Mundurukú,1.0538,Tupian,1.03136227,0.10610524750876366,0.2114667325774517
Munggava_(Rennell),0.99679,Austronesian,0.38073007,0.08506372015013734,7.242334674672764
Mungiki_(Bellona),0,Austronesian,0,0,NA
Murrinhpatha,0.93211,Other,0.09674785,0.05837121757783556,14.311199674498477
Muruwari,1.09307,Pama-Nyungan,0.4207757,0.14396158192441544,4.66995632454898
Mussau-Emira,0,Austronesian,0,0,NA
Mwotlap,0.00495,Austronesian,0.11984716,0.06771705667924219,-1.6967240697456403
Nafsan,0,Austronesian,0,0,NA
Nage,0.69952,Austronesian,0.49951729,0.2650934288932834,0.7544612132974203
Nagovisi,0,Other,0,0,NA
Nahavaq,0.98523,Austronesian,0.49580305,0.2605277105483428,1.8785984376475122
Nakanai,0.00621,Austronesian,0.19444154,0.08077173424460614,-2.33041350121277
Nalik_(Lukuramau),1.01514,Austronesian,0.29044864,0.10558045253126691,6.863878138667645
Nalik_(Madina),0.98316,Austronesian,0.4965837,0.09588411558089656,5.074628858514943
Nama,0.84303,Other,0.42479714,0.09722849544216113,4.301546147536516
Namakura,0.49261,Austronesian,0.32846738,0.10432598898027429,1.5733627028547577
Namakura,0.56297,Austronesian,0.72353358,0.10528008647313788,-1.525108739732729
Naman,1.53012,Austronesian,0.52912432,0.11883606869111567,8.423332166952067
Nambo,0,Other,0,0,NA
Nanggu,0.49261,Austronesian,0.24318221,0.1306419597275598,1.9092471555092687
Nasioi,0,Other,0,0,NA
Navajo,1.15956,Other,0.56390223,0.09167312788982497,6.497626771455603
Negerhollands,0,Indo-European,0,0,NA
Negwa_(Yagwoia),0,Other,0,0,NA
Nehan,0.99679,Austronesian,0.31354322,0.10708859286942916,6.380201305222753
Neme,0,Other,0,0,NA
Nen,0,Other,0,0,NA
Nengone,0.69802,Austronesian,0.43861972,0.08727754680843464,2.972130742507661
Nepali,1.0958,Indo-European,0.48287668,0.1394033563898314,4.396761569255223
Nese,1.03624,Austronesian,0.38857519,0.15307584781652736,4.231005865642984
Netsilik,0.48509,Other,0.41652274,0.0916753418722821,0.7479356891357416
Neve'ei,1.49201,Austronesian,0.53124414,0.12067576425836192,7.961547754883402
Neverver,1.10308,Austronesian,0.53172616,0.07679173351729332,7.440303973230824
Ngaanyatjarra,1,Pama-Nyungan,0.28792338,0.08640580544726488,8.241073806488545
Ngadjumaya,0,Pama-Nyungan,0,0,NA
Ngarinyman,1,Pama-Nyungan,0.22262923,0.0902142130927885,8.616943421104242
Ngarla,0,Pama-Nyungan,0,0,NA
Ngarluma,0,Pama-Nyungan,0,0,NA
Ngarrindjeri,0.41997,Pama-Nyungan,0.24293504000000002,0.1062160074840146,1.666744629114812
Ngiyambaa,0.9183,Pama-Nyungan,0.19512419,0.05002354721948775,14.456707894522747
