code,language,language_family,simulation_code,simulation,simulated_value,entropy_gn,entropy_gn1,conditional_entropy,variation_gn,variation_gn1,number_of_pairs,real_value
nepa1254,Nepali,Indo-European,nepa1254_118,Y,0.62468,2.53377,1.82307,1.19839,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_119,Y,0.75444,2.39081,1.82307,1.06863,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_120,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_121,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_122,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_123,Y,0.66353,2.39081,1.82307,1.15954,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_124,Y,0.34446,2.52628,1.82307,1.47861,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_125,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_126,Y,0.6005,2.44096,1.82307,1.22257,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_127,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_128,Y,0.34446,2.52628,1.82307,1.47861,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_129,Y,0.659,2.53377,1.82307,1.16407,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_130,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_131,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_132,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_133,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_134,Y,0.49946,2.55605,1.82307,1.32361,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_135,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_136,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_137,Y,0.28143,2.48553,1.82307,1.54164,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_138,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_139,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_140,Y,0.75444,2.39081,1.82307,1.06863,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_141,Y,0.66353,2.57262,1.82307,1.15954,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_142,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_143,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_144,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_145,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_146,Y,0.59491,2.504,1.82307,1.22816,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_147,Y,0.49946,2.55605,1.82307,1.32361,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_148,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_149,Y,0.59491,2.41309,1.82307,1.22816,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_150,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_151,Y,0.504,2.41309,1.82307,1.31907,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_152,Y,0.34446,2.52628,1.82307,1.47861,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_153,Y,0.69141,2.44096,1.82307,1.13166,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_154,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_155,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_156,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_157,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_158,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_159,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_160,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_161,Y,0.66353,2.39081,1.82307,1.15954,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_162,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_163,Y,0.6005,2.44096,1.82307,1.22257,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_164,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_165,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_166,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_167,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_168,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_169,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_170,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_171,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_172,Y,0.69785,2.57262,1.82307,1.12522,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_173,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_174,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_175,Y,0.28143,2.48553,1.82307,1.54164,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_176,Y,0.69141,2.44096,1.82307,1.13166,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_177,Y,0.69141,2.44096,1.82307,1.13166,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_178,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_179,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_180,Y,0.62468,2.53377,1.82307,1.19839,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_181,Y,0.75444,2.39081,1.82307,1.06863,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_182,Y,0.66353,2.57262,1.82307,1.15954,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_183,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_184,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_185,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_186,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_187,Y,0.66353,2.48171,1.82307,1.15954,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_188,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_189,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_190,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_191,Y,0.69141,2.44096,1.82307,1.13166,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_192,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_193,Y,0.84535,2.39081,1.82307,0.97772,6,4,12,1.0958
nepa1254,Nepali,Indo-European,nepa1254_194,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_195,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_196,Y,0.28143,2.48553,1.82307,1.54164,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_197,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_198,Y,0.504,2.41309,1.82307,1.31907,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_199,Y,0.34446,2.52628,1.82307,1.47861,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_200,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_201,Y,0.62468,2.53377,1.82307,1.19839,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_202,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_203,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_204,Y,0.62468,2.53377,1.82307,1.19839,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_205,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_206,Y,0.28143,2.48553,1.82307,1.54164,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_207,Y,0.66353,2.48171,1.82307,1.15954,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_208,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_209,Y,0.66353,2.48171,1.82307,1.15954,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_210,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_211,Y,0.34446,2.52628,1.82307,1.47861,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_212,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_213,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_214,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_215,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_216,Y,0.78232,2.44096,1.82307,1.04075,6,4,12,1.0958
nepa1254,Nepali,Indo-European,nepa1254_217,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_218,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_219,Y,0.49946,2.55605,1.82307,1.32361,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_220,Y,0.62468,2.53377,1.82307,1.19839,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_221,Y,0.49946,2.55605,1.82307,1.32361,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_222,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_223,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_224,Y,0.28143,2.48553,1.82307,1.54164,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_225,Y,0.59491,2.504,1.82307,1.22816,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_226,Y,0.28143,2.48553,1.82307,1.54164,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_227,Y,0.59491,2.504,1.82307,1.22816,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_228,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_229,Y,0.69141,2.44096,1.82307,1.13166,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_230,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_231,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_232,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_233,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_234,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_235,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
