language,language_family,code,simulation_code,simulation,mutual_information,entropy_gn,entropy_gn1,conditional_entropy,variation_gn,variation_gn1,number_of_pairs
Sangu_Tanzania_,Atlantic-Congo,sang1330,sang1330_REAL,N,1.01228,1.52164,1.97848,0.9662,4,6,8
San_Salvador_Kongo,Atlantic-Congo,sans1272,sans1272_REAL,N,1.0,0.92193,2.0,1.0,3,6,7
Seki,Atlantic-Congo,seki1238,seki1238_REAL,N,1.86001,1.95021,1.97095,0.11094,4,6,4
Shi,Atlantic-Congo,shii1238,shii1238_REAL,N,1.1226799999999997,2.12452,2.52193,1.39925,5,6,14
Soga,Atlantic-Congo,soga1242,soga1242_REAL,N,0.9004000000000001,1.12193,2.37095,1.47055,5,6,12
Songoora,Atlantic-Congo,song1300,song1300_REAL,N,0.7609600000000001,1.14883,1.76096,1.0,3,6,6
Sukuma,Atlantic-Congo,suku1261,suku1261_REAL,N,1.5219299999999998,2.0,2.52193,1.0,4,6,8
Suku,Atlantic-Congo,suku1259,suku1259_REAL,N,0.9922300000000002,1.12193,2.92193,1.9297,6,6,16
Sumbwa,Atlantic-Congo,sumb1240,sumb1240_REAL,N,0.5,1.5,1.5,1.0,3,6,6
Suundi,Atlantic-Congo,suun1239,suun1239_REAL,N,0.81206,1.62581,1.5,0.68794,4,6,7
Taabwa,Atlantic-Congo,shil1264,shil1264_REAL,N,0.8463100000000001,1.02193,2.04644,1.20013,4,6,9
Temi,Atlantic-Congo,temi1247,temi1247_REAL,N,0.9182999999999999,0.9183,1.9183,1.0,2,6,4
Tetela,Atlantic-Congo,tete1250,tete1250_REAL,N,0.9913799999999997,1.15309,2.52193,1.53055,5,6,12
Tiv,Atlantic-Congo,tivv1240,tivv1240_REAL,N,0.77099,0.85579,1.45915,0.68816,3,6,6
Tonga_Nyasa_,Atlantic-Congo,tong1321,tong1321_REAL,N,0.5557799999999999,0.92193,1.48548,0.9297,3,6,6
Tooro,Atlantic-Congo,toor1238,toor1238_REAL,N,1.5922299999999998,2.52193,2.52193,0.9297,6,6,12
Tsogo,Atlantic-Congo,tsog1243,tsog1243_REAL,N,0.5907300000000001,1.5,1.50903,0.9183,3,6,6
Tsonga,Atlantic-Congo,tson1249,tson1249_REAL,N,1.9650800000000002,2.53935,2.92193,0.95685,7,6,14
Tswana,Atlantic-Congo,tswa1253,tswa1253_REAL,N,2.36993,2.55881,2.92193,0.552,9,6,13
Umbundu,Atlantic-Congo,umbu1257,umbu1257_REAL,N,0.80689,1.58496,1.72193,0.91504,5,6,10
Venda,Atlantic-Congo,vend1245,vend1245_REAL,N,1.9922300000000002,0.92193,2.92193,0.9297,3,6,6
Yaka_CAR_,Atlantic-Congo,yaka1272,yaka1272_REAL,N,0.5141999999999998,0.92193,2.19716,1.68296,3,6,9
Yaka_Pelende_Lonzo,Atlantic-Congo,yaka1269,yaka1269_REAL,N,1.12717,2.12322,1.37878,0.25161,6,6,8
Yansi,Atlantic-Congo,yans1239,yans1239_REAL,N,0.31406,0.469,2.25,1.93594,2,6,7
Yombe,Atlantic-Congo,yomb1244,yomb1244_REAL,N,1.7000000000000002,2.20282,2.92193,1.22193,5,6,13
Zigula,Atlantic-Congo,zigu1242,zigu1242_REAL,N,2.5068900000000003,1.25163,2.92193,0.41504,3,6,5
Zinza,Atlantic-Congo,zinz1238,zinz1238_REAL,N,0.72193,1.0,1.72193,1.0,2,6,4
Zulu,Atlantic-Congo,zulu1248,zulu1248_REAL,N,1.23698,2.01592,2.44644,1.20946,5,6,13
Birhor,Austroasiatic,birh1242,birh1242_REAL,N,1.76303,2.25163,2.5,0.73697,5,6,9
Bit,Austroasiatic,bitt1240,bitt1240_REAL,N,0.40670000000000006,0.84758,2.28104,1.87434,4,6,8
O_du,Austroasiatic,oduu1239,oduu1239_REAL,N,0.32193000000000005,1.12193,1.0,0.67807,5,6,2
Pacoh,Austroasiatic,paco1243,paco1243_REAL,N,0.9182999999999999,1.37878,1.9183,1.0,3,6,6
Prai,Austroasiatic,phai1238,phai1238_REAL,N,0.59215,1.12193,1.39215,0.8,5,6,6
'Are'are,Austronesian,area1240,area1240_REAL,N,1.00174,2.22017,0.95443,-0.04731,5,6,6
Achinese,Austronesian,achi1257,achi1257_REAL,N,1.5219299999999998,1.95021,2.52193,1.0,4,6,8
Aklanon,Austronesian,akla1241,akla1241_REAL,N,0.7881199999999999,1.75951,1.72193,0.93381,5,6,10
Alangan,Austronesian,alan1249,alan1249_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Amis,Austronesian,amis1246,amis1246_REAL,N,0.0,1.0,1.0,1.0,2,6,4
Ampibabo_Lauje,Austronesian,ampi1237,ampi1237_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Anejom,Austronesian,anei1239,anei1239_REAL,N,0.6599399999999999,2.85479,1.48548,0.82554,9,6,16
Aniwa,Austronesian,aniw1237,aniw1237_REAL,N,1.8631100000000003,3.0453,2.24644,0.38333,10,6,16
Anuta,Austronesian,anut1237,anut1237_REAL,N,0.19068999999999958,1.97583,2.52193,2.33124,4,6,20
Araki,Austronesian,arak1252,arak1252_REAL,N,1.06619,2.72132,1.97095,0.90476,9,6,16
Aria_(Mouk-Aria),Austronesian,mouk1240a,mouk1240a_REAL,N,1.25,1.37878,2.25,1.0,3,6,6
Arosi,Austronesian,aros1241,aros1241_REAL,N,0.97095,1.80735,0.97095,-0.0,5,6,5
Asera,Austronesian,aser1237,aser1237_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Atayal,Austronesian,atay1247,atay1247_REAL,N,0.0,1.0,1.0,1.0,2,6,4
Atchin,Austronesian,atch1238,atch1238_REAL,N,1.12188,1.76615,1.76096,0.63908,4,6,7
Atoni_(Uab_Meto),Austronesian,uabm1237,uabm1237_REAL,N,1.1416499999999998,2.6212,1.89546,0.75381,7,6,13
Atta,Austronesian,atta1244,atta1244_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Avava_(Bangasa_Dialect),Austronesian,katb1237,katb1237_REAL,N,1.53497,2.69747,1.9183,0.38333,9,6,15
Avava_(Niviar_Dialect),Austronesian,katb1237b,katb1237b_REAL,N,1.61018,2.29708,1.9183,0.30812,6,6,9
Avava,Austronesian,katb1237a,katb1237a_REAL,N,1.75,1.52193,2.75,1.0,3,6,6
Ayiwo,Austronesian,ayiw1239,ayiw1239_REAL,N,0.91919,2.56389,2.72193,1.80274,6,6,22
Bacanese_Malay_(Bacan),Austronesian,baca1243,baca1243_REAL,N,0.8922300000000001,1.12193,1.90689,1.01466,5,6,10
Bahonsuai,Austronesian,baho1237,baho1237_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Balaesang,Austronesian,bala1314,bala1314_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Balangao,Austronesian,bala1310,bala1310_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Balinese,Austronesian,bali1278,bali1278_REAL,N,0.34149000000000007,0.92643,1.97095,1.62946,4,6,10
Banjar,Austronesian,banj1239,banj1239_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Bannoni,Austronesian,bann1247,bann1247_REAL,N,0.68377,0.67895,0.92193,0.23816,2,6,3
Barabet_(Hano),Austronesian,hano1246a,hano1246a_REAL,N,0.03980000000000006,0.99953,1.97095,1.93115,2,6,8
Bario_Kelabit,Austronesian,bari1288,bari1288_REAL,N,0.68377,0.67895,0.92193,0.23816,2,6,3
Barok_(Karu),Austronesian,baro1253,baro1253_REAL,N,0.94736,1.94401,0.9183,-0.02906,4,6,4
Batak_Toba,Austronesian,bata1289,bata1289_REAL,N,0.50773,1.80879,2.92193,2.4142,4,6,20
Biak,Austronesian,biak1248,biak1248_REAL,N,1.9219300000000001,1.37878,2.92193,1.0,3,6,6
Bierebo,Austronesian,bier1244,bier1244_REAL,N,0.0,1.55666,1.0,1.0,3,6,6
Big_Nambas,Austronesian,bign1238,bign1238_REAL,N,1.43498,2.73451,1.97095,0.53597,7,6,11
Big_Nambas,Austronesian,bign1238a,bign1238a_REAL,N,0.97095,1.9183,1.97095,1.0,4,6,8
Bilibil,Austronesian,bilb1241,bilb1241_REAL,N,1.5881199999999998,2.1572,2.52193,0.93381,6,6,12
Binukid_(Talaandig-Binukid),Austronesian,binu1244,binu1244_REAL,N,0.7881199999999999,2.36233,1.72193,0.93381,9,6,18
Boano_(Sulawesi),Austronesian,boan1243,boan1243_REAL,N,1.09681,0.85579,1.25163,0.15482,3,6,5
Bontok,Austronesian,bont1247,bont1247_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Brooke's_Point_Palawano,Austronesian,broo1239,broo1239_REAL,N,3.54432,0.50071,1.0,-2.54432,3,6,4
Brunei-Sabah_Malay_(Malay),Austronesian,saba1263,saba1263_REAL,N,0.7881199999999999,0.92643,1.72193,0.93381,4,6,8
Buhid,Austronesian,buhi1245,buhi1245_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Bukat,Austronesian,buka1261,buka1261_REAL,N,0.7881199999999999,0.67895,1.72193,0.93381,2,6,4
Buli,Austronesian,buli1256,buli1256_REAL,N,0.6606599999999999,1.82193,1.61635,0.95569,5,6,10
Bungku,Austronesian,bung1269,bung1269_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Bunun,Austronesian,bunu1267,bunu1267_REAL,N,2.0,1.75,1.0,-1.0,4,6,4
Buru_(Indonesia),Austronesian,buru1303,buru1303_REAL,N,1.2464400000000002,1.95021,2.24644,1.0,4,6,8
Butmas-Tur,Austronesian,butm1237,butm1237_REAL,N,1.03351,1.86797,1.45915,0.42564,5,6,6
Bwaidoga,Austronesian,bwai1243,bwai1243_REAL,N,0.0,0.81128,1.0,1.0,2,6,4
Casiguran_Dumagat_Agta,Austronesian,casi1235,casi1235_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Cebuano,Austronesian,cebu1242,cebu1242_REAL,N,0.7881199999999999,0.92643,1.72193,0.93381,4,6,8
Central_Cagayan_Agta,Austronesian,cent2084,cent2084_REAL,N,0.7881199999999999,1.02899,1.72193,0.93381,5,6,10
Central_Melanau,Austronesian,cent2101,cent2101_REAL,N,0.7881199999999999,1.02899,1.72193,0.93381,5,6,10
Central_Sama,Austronesian,cent2092,cent2092_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Central_Subanen_(Subanung),Austronesian,cent2089,cent2089_REAL,N,0.9182999999999999,-0.0,1.9183,1.0,1,6,2
Central_Tagbanwa,Austronesian,cent2090,cent2090_REAL,N,0.76118,0.422,1.72193,0.96075,2,6,4
Chamarro,Austronesian,cham1312,cham1312_REAL,N,0.7881199999999999,1.6763,1.72193,0.93381,4,6,8
Cheke_Holo,Austronesian,chek1238,chek1238_REAL,N,0.45914999999999995,1.37878,1.45915,1.0,3,6,6
Chuukese_(Trukese),Austronesian,chuu1238,chuu1238_REAL,N,1.1219299999999999,1.95021,2.12193,1.0,4,6,8
Colloquial_Malay,Austronesian,mala1479,mala1479_REAL,N,0.15061999999999998,0.469,1.72193,1.57131,2,6,6
Cotabato_Manobo,Austronesian,cota1241,cota1241_REAL,N,0.72193,1.95021,1.72193,1.0,4,6,8
Daakie,Austronesian,port1286,port1286_REAL,N,0.98121,1.83659,1.81128,0.83007,4,6,7
Dakaka,Austronesian,daka1243,daka1243_REAL,N,1.29317,2.54696,1.97095,0.67778,7,6,11
Dampelas,Austronesian,damp1237,damp1237_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Dehu,Austronesian,dehu1237,dehu1237_REAL,N,0.72193,2.25163,0.72193,-0.0,5,6,5
Dobu,Austronesian,dobu1241,dobu1241_REAL,N,1.3233699999999997,0.88654,2.52193,1.19856,2,6,5
Dondo,Austronesian,dond1249,dond1249_REAL,N,0.8924699999999999,0.85579,2.52193,1.62946,3,6,8
Dupaningan_Agat,Austronesian,dupa1235,dupa1235_REAL,N,0.0,1.55666,1.0,1.0,3,6,6
Easter_Islanders,Austronesian,rapa1244,rapa1244_REAL,N,0.0,1.37878,1.0,1.0,3,6,6
East_Ambae_(Lolovoli),Austronesian,east2443,east2443_REAL,N,0.97095,0.98523,1.97095,1.0,2,6,4
East_Futuna,Austronesian,east2447,east2447_REAL,N,0.03980000000000006,0.99953,1.97095,1.93115,2,6,8
Ellice,Austronesian,tuva1244,tuva1244_REAL,N,0.58341,1.92193,1.84644,1.26303,6,6,14
Emae_(Mae),Austronesian,emae1237,emae1237_REAL,N,0.0,-0.0,1.0,1.0,1,6,2
Emau_(Emao_Island),Austronesian,emau1237,emau1237_REAL,N,1.0544,1.9977,1.97095,0.91655,4,6,8
Fijian,Austronesian,fiji1243,fiji1243_REAL,N,1.03714,2.46489,1.97095,0.93381,8,6,16
Fordata,Austronesian,ford1242,ford1242_REAL,N,-0.16246000000000005,0.74758,0.84758,1.01004,3,6,8
Fortsenal_(Kiai),Austronesian,fort1240,fort1240_REAL,N,1.61879,1.30617,1.9183,0.29951,4,6,7
Futuna-Aniwa,Austronesian,futu1245,futu1245_REAL,N,0.98898,1.18639,1.90564,0.91666,3,6,6
Ga'dang,Austronesian,gada1258,gada1258_REAL,N,0.7881199999999999,0.67895,1.72193,0.93381,2,6,4
Gane_(Gimán),Austronesian,gane1237,gane1237_REAL,N,1.5482200000000002,2.72193,2.45845,0.91023,8,6,15
Gayo,Austronesian,gayo1244,gayo1244_REAL,N,0.97095,2.23593,1.97095,1.0,5,6,10
Gela,Austronesian,gela1263,gela1263_REAL,N,0.16087000000000007,0.46188,1.25163,1.09076,3,6,7
Hanunoo,Austronesian,hanu1241,hanu1241_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Hawaiians,Austronesian,hawa1245,hawa1245_REAL,N,0.15061999999999998,1.919,1.72193,1.57131,5,6,16
Hiligaynon,Austronesian,hili1240,hili1240_REAL,N,0.7881199999999999,0.67895,1.72193,0.93381,2,6,4
Hiw,Austronesian,hiww1237,hiww1237_REAL,N,0.0,0.98523,1.0,1.0,2,6,4
Ibaloi_(Nabaloi),Austronesian,ibal1244,ibal1244_REAL,N,0.7881199999999999,0.67895,1.72193,0.93381,2,6,4
Ibanag,Austronesian,iban1267,iban1267_REAL,N,0.7881199999999999,0.67895,1.72193,0.93381,2,6,4
Iban,Austronesian,iban1264,iban1264_REAL,N,0.7881199999999999,0.67895,1.72193,0.93381,2,6,4
Ida'an,Austronesian,idaa1241,idaa1241_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Ifaluk_Nuclear_Woleaian_,Austronesian,nucl1479,nucl1479_REAL,N,0.4854799999999999,1.0,1.48548,1.0,2,6,4
Ifugaw_(Ifugao),Austronesian,ifug1247,ifug1247_REAL,N,0.72193,-0.0,1.72193,1.0,1,6,2
Ili'uun,Austronesian,iliu1237,iliu1237_REAL,N,1.00786,1.36975,1.97095,0.96309,3,6,6
Ilokano,Austronesian,ilok1237,ilok1237_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Indonesian_Bajau,Austronesian,indo1317,indo1317_REAL,N,0.9347899999999998,0.85579,2.84644,1.91165,3,6,10
Indonesian,Austronesian,indo1316,indo1316_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Iraya,Austronesian,iray1237,iray1237_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Isnag,Austronesian,isna1241,isna1241_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Itbayat,Austronesian,ivat1242,ivat1242_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Itneg_(Binongan),Austronesian,bino1237,bino1237_REAL,N,0.72193,1.37878,1.72193,1.0,3,6,6
Javanese,Austronesian,java1254,java1254_REAL,N,0.8924699999999999,1.02899,2.52193,1.62946,5,6,12
Kadai,Austronesian,kada1286,kada1286_REAL,N,0.69805,1.0,1.61635,0.9183,2,6,4
Kalinga_(Ahin-Kayapa_Kalanguya),Austronesian,ahin1234,ahin1234_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
