language,family,code,average_edit_distance,sample_mean,sd,z
Lamba,Atlantic-Congo,lamb1271,0.8593253968253968,0.7987902281746032,0.014990422964540038,-4.038256211581886
Mbere,Atlantic-Congo,mber1257,0.8507936507936508,0.8343378306878307,0.014916936326678811,-1.1031635280489156
Sumbwa,Atlantic-Congo,sumb1240,0.8229166666666666,0.8229166666666666,0.0,0.0
Kom,Atlantic-Congo,komc1235,0.8106661414565827,0.8161576013217787,0.004401066803997078,1.24775653489483
Kikuyu,Atlantic-Congo,kiku1240,0.7787698412698413,0.8004288957570208,0.007077696470108784,3.0601841402286967
Digo,Atlantic-Congo,digo1243,0.8758838383838384,0.8699160872113997,0.012563400054911727,-0.47501083674443906
Pokomo,Atlantic-Congo,poko1261,1.0,1.0,0.0,0.0
Mongo,Atlantic-Congo,mong1338,0.7845328282828283,0.7137174693362194,0.018747666948052803,-3.777289149782132
Giryama,Atlantic-Congo,giry1241,0.8448593073593074,0.8786072781385281,0.017553850552776404,1.9225394837307086
Lozi,Atlantic-Congo,lozi1239,0.8574656337814233,0.8499018796992481,0.0055974276029091595,-1.3512910963321816
Bushoong,Atlantic-Congo,bush1247,0.7244949494949495,0.7678178661616162,0.021352225095298362,2.028964966101173
Luvale,Atlantic-Congo,luva1239,0.732390873015873,0.8141327876984127,0.01716271635881377,4.762760915789522
Kwasio,Atlantic-Congo,kwas1243,0.7976284584980238,0.7592919960474308,0.007551441250232828,-5.076708032312503
Yaka_CAR_,Atlantic-Congo,yaka1272,0.8724094087730452,0.8591937213039486,0.010399954787610407,-1.2707447040866597
Sangu_Tanzania_,Atlantic-Congo,sang1330,0.7755555555555556,0.8035201851851852,0.021230788688349392,1.3171733768409422
Lingala,Atlantic-Congo,ling1263,0.7887913012913013,0.8189008218633219,0.016020101687863362,1.8794837360384091
Sango,Atlantic-Congo,sang1331,0.7595238095238095,0.7729333333333334,0.014240782697740711,0.9416282864600751
Yombe,Atlantic-Congo,yomb1244,0.4979166666666667,0.6762572916666667,0.031424090886260476,5.675283515615585
Komo_DRC_,Atlantic-Congo,komo1260,0.866468253968254,0.7533107886904762,0.019961876962114197,-5.668678626390707
Bila,Atlantic-Congo,bila1255,0.8398962148962149,0.8747878128815629,0.013687245976164773,2.5492051539154703
Ngulu,Atlantic-Congo,ngul1246,0.7944444444444445,0.8151138888888889,0.014443257043757715,1.4310791798431373
Kota,Atlantic-Congo,kota1274,0.8876984126984127,0.8192184523809524,0.05002356128796743,-1.3689541199045403
Kaonde,Atlantic-Congo,kaon1241,0.7,0.7,0.0,0.0
Ha,Atlantic-Congo,haaa1252,0.9180934343434344,0.8862080537518038,0.014710201677630926,-2.167569234629673
Songoora,Atlantic-Congo,song1300,0.9104308390022676,0.9104308390022676,0.0,0.0
Bali_DRC_,Atlantic-Congo,bali1275,0.625,0.625,0.0,0.0
Luba_Katanga,Atlantic-Congo,luba1250,0.8357142857142857,0.8357142857142857,0.0,0.0
Bafia,Atlantic-Congo,bafi1243,0.9166666666666666,0.9166666666666666,0.0,0.0
Batanga,Atlantic-Congo,bata1285,0.6844179069604767,0.7789759258180118,0.013026151471989168,7.259090995592082
Temi,Atlantic-Congo,temi1247,0.8650793650793651,0.8650793650793651,0.0,0.0
Tswana,Atlantic-Congo,tswa1253,0.7336525974025974,0.8414900757575757,0.01472987029491133,7.321006648119131
Herero,Atlantic-Congo,here1253,0.8530844155844156,0.8463383387445887,0.010105922178760586,-0.667536986778402
Zulu,Atlantic-Congo,zulu1248,0.7686335403726708,0.7462631987577639,0.01107260852363354,-2.0203316650416503
Suundi,Atlantic-Congo,suun1239,0.85,0.858082738095238,0.03855642313819264,0.20963402300748166
Tetela,Atlantic-Congo,tete1250,0.8685064935064934,0.8447186868686869,0.006494610156590295,-3.662699694710433
Meta,Atlantic-Congo,meta1238,0.8683333333333333,0.8683333333333333,0.0,0.0
Bende,Atlantic-Congo,bend1258,0.8841394716394716,0.8372720446220446,0.012917897192710153,-3.6281003261022438
Umbundu,Atlantic-Congo,umbu1257,0.7976190476190477,0.8060399925595239,0.005409869026840606,1.5565894291888362
Gusii,Atlantic-Congo,gusi1247,0.9259259259259259,0.8455416666666666,0.02183103163373692,-3.6821099711584973
Igbo,Atlantic-Congo,nucl1417,0.6458333333333334,0.6963124404761905,0.02999553555937096,1.682887343116193
Kerewe,Atlantic-Congo,kere1283,0.8125,0.8125,0.0,0.0
Tsogo,Atlantic-Congo,tsog1243,1.0,1.0,0.0,0.0
Myene,Atlantic-Congo,myen1241,0.8440757691329773,0.8683951781627983,0.01723809630074144,1.4107943595125974
Ding,Atlantic-Congo,ding1239,0.8827020202020202,0.8350758522727273,0.013668374540276583,-3.4844061222461304
Masaaba,Atlantic-Congo,masa1299,0.8916838665290677,0.7920101023084672,0.028588848620005443,-3.486456049539973
Luba_Lulua,Atlantic-Congo,luba1249,0.6736111111111112,0.6545045882936508,0.009248358071093869,-2.06593675013283
Fefe,Atlantic-Congo,fefe1239,0.8393473779498625,0.8526499757445798,0.010124641285091815,1.3138833683228792
Budza,Atlantic-Congo,budz1238,0.8,0.8,0.0,0.0
Duala,Atlantic-Congo,dual1243,0.7841666666666667,0.8341844047619048,0.009562271481791102,5.230738134812853
Mokpwe,Atlantic-Congo,mokp1239,0.9351851851851851,0.9174327380952381,0.007031990945749744,-2.5245264430661614
Rundi,Atlantic-Congo,rund1242,0.7291414141414141,0.8252240593434343,0.02007659696401757,4.785803359714054
Langi,Atlantic-Congo,lang1320,0.7582777071413435,0.7488396972345837,0.007247540730032958,-1.302236200984673
Yaka_Pelende_Lonzo,Atlantic-Congo,yaka1269,0.8512175324675325,0.867650487012987,0.020607418179076062,0.7974290812489949
Meru,Atlantic-Congo,meru1245,0.7643803529058947,0.81577638768986,0.026043251187602107,1.9734876576559097
Venda,Atlantic-Congo,vend1245,0.8139880952380952,0.835501488095238,0.005726259013714846,3.7569716643303304
Shi,Atlantic-Congo,shii1238,0.756053841991342,0.7539557573502886,0.010244800541014348,-0.20479506971890624
Mungaka,Atlantic-Congo,mung1266,0.859375,0.859375,0.0,0.0
Chokwe,Atlantic-Congo,chok1245,0.8896436896436897,0.8627266837329337,0.009497327605623692,-2.8341663074586885
Tiv,Atlantic-Congo,tivv1240,0.8216666666666667,0.7681476388888889,0.018273496564037886,-2.928778714583984
Gogo,Atlantic-Congo,gogo1263,0.7654320987654321,0.8588947530864197,0.022688384785303713,4.119405378805442
Bukusu,Atlantic-Congo,buku1249,0.8909722222222223,0.757698933531746,0.032976000859793374,-4.041523690429433
Ganda,Atlantic-Congo,gand1255,0.7693452380952381,0.7780019982993197,0.039350854950251736,0.2199891264122634
Kwere,Atlantic-Congo,kwer1261,0.782051282051282,0.7136288461538461,0.019905586964524918,-3.437348319312368
Taabwa,Atlantic-Congo,shil1264,0.8402777777777778,0.8507371031746032,0.009279912248313725,1.1270931358996372
Bena_Tanzania_,Atlantic-Congo,bena1262,0.78125,0.7918894097222222,0.019665138525512032,0.5410289741116986
Tooro,Atlantic-Congo,toor1238,0.5818783068783069,0.6834625413359788,0.025729350124237025,3.948185009227252
Luguru,Atlantic-Congo,lugu1238,0.8362393162393162,0.8044505982905983,0.021515462281450935,-1.4774824511265034
Avatime,Atlantic-Congo,avat1244,0.75,0.75,0.0,0.0
Nyoro,Atlantic-Congo,nyor1246,0.8355072463768116,0.8028305555555556,0.018327367886156257,-1.782945102877465
Sukuma,Atlantic-Congo,suku1261,0.9,0.9,0.0,0.0
Mbala,Atlantic-Congo,mbal1257,0.896583850931677,0.9414010869565217,0.012250922614918301,3.658274354804056
Seki,Atlantic-Congo,seki1238,1.0,1.0,0.0,0.0
Asu_Tanzania_,Atlantic-Congo,asut1235,0.9434434778184778,0.898556675442613,0.011551173064857869,-3.885908567366543
Fang_EG,Atlantic-Congo,fang1246,0.7822916666666667,0.8010948660714285,0.012459038758670259,1.5092014535773606
Lunda,Atlantic-Congo,lund1266,0.740203373015873,0.7962816220238095,0.017257888827441552,3.249426947215417
Njebi,Atlantic-Congo,njeb1242,0.9733333333333334,0.8995114285714286,0.03315419482732545,-2.226623362334267
Birhor,Austroasiatic,birh1242,0.86,0.8771875,0.010570374949668358,1.6260066536749742
Bit,Austroasiatic,bitt1240,0.7173941336441336,0.7172046501068376,0.005147088191980001,-0.03681373433453538
O_du,Austroasiatic,oduu1239,0.8888888888888888,0.8415063368055555,0.015589448080625814,-3.0393989471775584
Prai,Austroasiatic,phai1238,0.8826282051282052,0.8976764743589744,0.0030565286273665374,4.923320231989636
Pacoh,Austroasiatic,paco1243,0.40433673469387754,0.40433673469387754,0.0,0.0
Sa,Austronesian,saaa1241,0.6619047619047619,0.6619047619047619,0.0,0.0
Balaesang,Austronesian,bala1314,0.5748299319727891,0.5748299319727891,0.0,0.0
Aklanon,Austronesian,akla1241,0.9089026915113871,0.9060618961352657,0.002539392187430883,-1.1186910750463963
Namakura,Austronesian,nama1268b,0.7928571428571428,0.7928571428571428,0.0,0.0
Woleaian,Austronesian,wole1240,0.7,0.7,0.0,0.0
Dondo,Austronesian,dond1249,0.7188405797101449,0.6786021739130434,0.011545719891871099,-3.4851361520931925
Nengone,Austronesian,neng1238,0.7723214285714286,0.7985303571428571,0.0204966957670987,1.2786904225557718
Ontong_Java,Austronesian,onto1237,0.6462962962962963,0.6445101851851852,0.04453884416096528,-0.04010232292189628
Futunans,Austronesian,east2447,0.5738455988455988,0.6155220418470418,0.011097279439617552,3.755554974371207
Iraya,Austronesian,iray1237,0.8869565217391304,0.9081403726708075,0.0036879987571539056,5.743996223042393
Chamarro,Austronesian,cham1312,0.8318840579710145,0.8457072463768116,0.016423780247338104,0.8416569265798297
Central_Tagbanwa,Austronesian,cent2090,0.8609022556390977,0.8676043233082708,0.008206242356217893,0.8167035993148378
Pama_(Paamanese),Austronesian,paam1238,0.8642857142857143,0.8642857142857143,0.0,0.0
Ilokano,Austronesian,ilok1237,0.8183229813664596,0.8272374482401657,0.004240207209653517,2.1023658592464023
Sa_a,Austronesian,saaa1240,0.8458333333333333,0.8138942708333333,0.006957661326982276,-4.59048824008409
Dakaka,Austronesian,daka1243,0.9197530864197531,0.861445987654321,0.015482747015566397,-3.765940159508512
Buru_(Indonesia),Austronesian,buru1303,0.7678571428571429,0.7678571428571429,0.0,0.0
Tigak,Austronesian,tiga1245,0.5,0.5,0.0,0.0
Southwest_Tanna,Austronesian,sout2869,0.92,0.9057125,0.015470864993136555,-0.9235100950294938
Bwaidoga,Austronesian,bwai1243,0.7625,0.7625,0.0,0.0
Kankanaey_(Kankanai),Austronesian,kank1243,0.8333333333333334,0.8325833333333333,0.004157942928007101,-0.1803776562078746
Lonwolwol,Austronesian,lonw1238,0.8326530612244898,0.8326530612244898,0.0,0.0
Maranao_(Lanao_Moro),Austronesian,mara1404,0.8641304347826088,0.879875,0.00864726560841284,1.8207565177682838
Bilibil,Austronesian,bilb1241,0.8719806763285024,0.8561055210489993,0.012330089898307394,-1.28751334422001
Bungku,Austronesian,bung1269,0.8369565217391305,0.8475842391304348,0.0033918119738759614,3.13334508904383
Colloquial_Malay,Austronesian,mala1479,0.6488247863247864,0.6308100427350427,0.004213433353962987,-4.275549670863951
Dehu,Austronesian,dehu1237,0.7916666666666666,0.7916666666666666,0.0,0.0
Wiwirano,Austronesian,wiwi1237,0.8392857142857143,0.8392857142857143,0.0,0.0
Futuna-Aniwa,Austronesian,futu1245,0.7518518518518519,0.7489335978835979,0.002968472602577475,-0.9830826687502817
Ampibabo_Lauje,Austronesian,ampi1237,0.8677018633540373,0.8662545070871158,0.007043921532760335,-0.20547592135858353
Maguindanao_(Magindonao_Moro),Austronesian,magu1243,0.8706349206349207,0.8867051587301588,0.008477944328291444,1.8955347514621788
Penrhyn_(Tongareva),Austronesian,penr1237,0.732936507936508,0.732936507936508,0.0,0.0
Sungwaloge_(Nalemba_Edward),Austronesian,mari1426g,0.8333333333333334,0.8444363354037268,0.011779418361143448,0.9425764269497937
Central_Melanau,Austronesian,cent2101,0.8676470588235294,0.8881477159704462,0.0066399895850886214,3.087453208203055
Balangao,Austronesian,bala1310,0.5,0.5,0.0,0.0
Tolaki,Austronesian,tola1247,0.8351449275362319,0.7891050724637682,0.014218210538005401,-3.238090683029263
Yabem,Austronesian,yabe1254,0.7598662207357859,0.7630391012369273,0.022632894226338237,0.14018889804420448
Balinese,Austronesian,bali1278,0.7630434782608696,0.7755714285714286,0.00902723354786019,1.3877950807563404
Lenakel,Austronesian,lena1238,0.7027210884353742,0.7027210884353742,0.0,0.0
Yami_Tao_,Austronesian,yami1254,0.7305194805194806,0.7367436688311688,0.008290506400979857,0.7507609319199865
Merlav,Austronesian,merl1237,0.8538461538461538,0.8953057692307692,0.01237091647120986,3.351377845053116
Māori,Austronesian,maor1246,0.8077628968253968,0.8092057787698412,0.006530533470933126,0.22094396282732015
Isnag,Austronesian,isna1241,0.8559782608695652,0.8637255434782609,0.003350576888254336,2.3122234967519555
West_Coast_Bajau,Austronesian,west2560,0.8565217391304348,0.8430597826086956,0.006076295737030199,-2.2154873798685055
Sungwaloge_(Nalemba_Simeone_Tari),Austronesian,mari1426f,0.8737060041407867,0.8816633022774327,0.01254107578797499,0.6344988477205349
Ifugaw_(Ifugao),Austronesian,ifug1247,0.8333333333333334,0.8333333333333334,0.0,0.0
Tausug_(Sulu_Moro),Austronesian,taus1251,0.7361111111111112,0.838963888888889,0.017351951426416698,5.9274473083871255
Dupaningan_Agat,Austronesian,dupa1235,0.8452380952380952,0.8452380952380952,0.0,0.0
Tasiko,Austronesian,tasi1237,0.768888888888889,0.8004657936507936,0.014049489872775153,2.247548135046086
Mussau-Emira,Austronesian,muss1246,0.6333333333333333,0.6333333333333333,0.0,0.0
Bahonsuai,Austronesian,baho1237,0.6428571428571428,0.6428571428571428,0.0,0.0
Pampanga_(Kampampangan),Austronesian,pamp1243,0.8223358908780904,0.8629006820119353,0.0065968363391615895,6.149128013535092
Sungagage,Austronesian,mari1426i,0.8,0.7836142857142857,0.027938117081877836,-0.5865003084385737
Ga'dang,Austronesian,gada1258,0.8521739130434782,0.8397521739130435,0.0020289435393790584,-6.122269491164023
Rade_(Rhade),Austronesian,rade1240,0.7585227272727273,0.7585227272727273,0.0,0.0
Mekeo,Austronesian,meke1243,0.5,0.5,0.0,0.0
Tialo_(Tomini),Austronesian,tomi1243,0.7154731457800512,0.7753753196930946,0.013331460444096981,4.4932942016542095
Amis,Austronesian,amis1246,0.625,0.625,0.0,0.0
Satawalese,Austronesian,sata1237,0.9285714285714286,0.9285714285714286,0.0,0.0
Kwaio,Austronesian,kwai1243,0.6630952380952381,0.6630952380952381,0.0,0.0
Senbarei,Austronesian,unua1237,0.48605006105006104,0.5041756562881563,0.031619313264354174,0.5732444309133378
Takuu,Austronesian,taku1257,0.874561403508772,0.8853192982456141,0.004153184162709582,2.59027635553332
Tombulu,Austronesian,tomb1243,0.8402503293807642,0.848452610342556,0.004241471296564482,1.9338291805571286
Rotumans,Austronesian,rotu1241,0.8363944215506716,0.8378563148656899,0.014440966955407537,0.10123237034836638
Kambera,Austronesian,kamb1299,0.7577922077922078,0.7943420525127047,0.01391542516314212,2.6265704634959164
Bunun,Austronesian,bunu1267,0.75,0.7717893939393939,0.016009693856865112,1.361012529921079
Gane_(Gimán),Austronesian,gane1237,0.7740041820924174,0.7674753380810366,0.011254086078297637,-0.5801309822901547
Itneg_(Binongan),Austronesian,bino1237,0.717687074829932,0.717687074829932,0.0,0.0
Central_Cagayan_Agta,Austronesian,cent2084,0.7669254658385093,0.7873602225672878,0.01039442649145985,1.9659340268140673
Minangkabau,Austronesian,mina1268,0.76,0.76,0.0,0.0
Kodi,Austronesian,kodi1247,0.826388888888889,0.826388888888889,0.0,0.0
Mekongga,Austronesian,meko1237,0.8392857142857143,0.8392857142857143,0.0,0.0
Sungwaloge_(Tawet),Austronesian,mari1426c,0.9036890645586297,0.9205169960474309,0.01070216529612589,1.5723856830068512
Larevat,Austronesian,lare1249,0.717989417989418,0.7914884126984127,0.02818190565851498,2.6080207491854814
Rejang_(Rejangese),Austronesian,reja1240,0.86,0.9371466666666667,0.018916033019480673,4.078374497825058
Xalangi_(Maevo_Vanuatu),Austronesian,mari1426h,0.6956521739130435,0.7486630434782608,0.014541560456325674,3.6454732437024884
Ratagnon,Austronesian,rata1245,0.7956521739130434,0.7768202898550725,0.004871001397138228,-3.866121670388955
Tikopia,Austronesian,tiko1237,0.6428571428571429,0.6426122294372294,0.01999587518657235,-0.012248197072062672
Hawaiians,Austronesian,hawa1245,0.5424663299663299,0.5534921191077441,0.009185160893006292,1.2003915086353418
Maba_(Indonesia),Austronesian,maba1278,0.7599358974358974,0.7836744172494172,0.007377563618015508,3.217663857964162
Kiput,Austronesian,kipu1237,0.6608695652173913,0.7702394927536232,0.018958532467922996,5.768902615288451
Pohnpeian,Austronesian,pohn1238a,0.8933333333333333,0.8727755555555556,0.006801367461039049,-3.0225947789971417
Atoni_(Uab_Meto),Austronesian,uabm1237,0.6676470588235295,0.6713897058823529,0.01310131066498495,0.2856696672971943
Pohnpeian,Austronesian,pohn1238,0.85,0.8425259259259259,0.017119783773794632,-0.4365752612783984
Madurese,Austronesian,nucl1460,0.9304347826086956,0.8787884057971015,0.01301749012446675,-3.9674604180819197
Lamogai,Austronesian,lamo1244,0.9023809523809524,0.9023809523809524,0.0,0.0
Bacanese_Malay_(Bacan),Austronesian,baca1243,0.8244268077601411,0.781158024691358,0.012904680193048355,-3.352952759890296
Palauan,Austronesian,pala1344,0.8182570806100218,0.8524881045751634,0.019443657749172148,1.760523889420915
Malua_Bay,Austronesian,malu1245,0.7697835497835498,0.7858019047619048,0.03386044627266568,0.47306981276516913
Dobu,Austronesian,dobu1241,0.4230769230769231,0.4576282051282051,0.016290577162022014,2.1209366437814707
Nehan,Austronesian,neha1247,0.7609823727470786,0.7524838126361656,0.01494908855031072,-0.5685002187465366
Lelepa,Austronesian,lele1267,0.8202898550724638,0.8170942028985507,0.014839002287537416,-0.2153549215769663
Nalik_(Madina),Austronesian,nali1244b,0.648639455782313,0.6447329081632653,0.019642401790567785,-0.1988833983084258
Banjar,Austronesian,banj1239,0.8735547061634018,0.8673985905398949,0.003296040420047927,-1.8677306218888587
Paluai,Austronesian,balu1257,0.8108695652173913,0.8398528985507246,0.012333381734813525,2.349990777591996
Atta,Austronesian,atta1244,0.725,0.725,0.0,0.0
Mele-Fila_(Ifira-Mele),Austronesian,mele1250,0.7811594202898551,0.7959481884057972,0.004134178742832974,3.577196109766651
Tokelau,Austronesian,toke1240a,0.7034073225249696,0.6738333961109696,0.012765052587788303,-2.3167884511726924
Sika,Austronesian,sika1262,0.9285714285714286,0.9285714285714286,0.0,0.0
Ibanag,Austronesian,iban1267,0.812888198757764,0.791531314699793,0.006247243578455083,-3.418609149741597
Samoan,Austronesian,samo1305a,0.7149350649350649,0.7078373376623377,0.024252382613326722,-0.29266102988276954
Taumako,Austronesian,taum1237,0.7459345002823263,0.7512092508940336,0.014825690059472258,0.35578449236075543
Raroians,Austronesian,tuam1242,0.7444196428571428,0.7410490451388889,0.009642255849305824,-0.34956526469856486
Hiw,Austronesian,hiww1237,0.7448979591836734,0.7448979591836734,0.0,0.0
Atchin,Austronesian,atch1238,0.6921768707482994,0.7629196428571429,0.01766613966104257,4.0044273093145355
Wogeo,Austronesian,woge1237,0.8571428571428571,0.8571428571428571,0.0,0.0
Muna,Austronesian,muna1247,0.7691511387163561,0.7572181677018633,0.007120367109065686,-1.6758926656042268
Rarotongan_(Cook_Islands_Maori),Austronesian,raro1241,0.7886507936507936,0.8109012301587302,0.010959634877643598,2.0302169512348365
Niue,Austronesian,niue1239,0.5922215465693726,0.5918828265936962,0.0029868624645504535,-0.11340327172629003
Nakanai,Austronesian,naka1262,0.7088164251207729,0.708690881642512,0.006167982618076097,-0.020354058374444692
Owa_(Santa_Ana),Austronesian,owaa1237,0.6666666666666666,0.6666666666666666,0.0,0.0
South_Marquesan,Austronesian,sout2866,0.8047619047619048,0.8047619047619048,0.0,0.0
Aniwa,Austronesian,aniw1237,0.7476980329611909,0.7568967228677755,0.011283321814280024,0.8152466142499752
Bannoni,Austronesian,bann1247,0.8136645962732919,0.7817788819875776,0.005383062374221065,-5.923341040670775
Nage,Austronesian,nage1237,0.8511904761904762,0.8511904761904762,0.0,0.0
Moronene,Austronesian,moro1287,0.20652173913043478,0.26599999999999996,0.010577890618965588,5.6228848465235455
