language,language_family,code,simulation_code,simulation,mutual_information,entropy_gn,entropy_gn1,conditional_entropy,variation_gn,variation_gn1,number_of_pairs
Tialo_(Tomini),Austronesian,tomi1243,tomi1243_REAL,N,0.8865408928220901,1.1863929342238186,2.1687245882861363,1.2821836954640462,3,5,7
Tigak,Austronesian,tiga1245,tiga1245_REAL,N,0.0,0.9852281360342516,1.0,1.0,2,2,4
Tikopia,Austronesian,tiko1237,tiko1237_REAL,N,0.00016501323728412842,0.9996590716691398,1.8842357159417178,1.8840707027044337,2,4,8
Tikopia,Austronesian,tiko1237a,tiko1237a_REAL,N,0.9321115676166751,2.5776972820499053,1.932111567616675,0.9999999999999998,6,4,12
Tirax_(Mae),Austronesian,maee1241,maee1241_REAL,N,0.0,0.9852281360342516,1.0,1.0,2,2,4
Tiri-Mea_(Grand_Couli),Austronesian,tiri1258,tiri1258_REAL,N,1.0588523498585067,2.3685225277282065,1.8770341680403249,0.8181818181818181,6,4,11
Tokelau,Austronesian,toke1240,toke1240_REAL,N,1.1112126587465871,2.380349470479,1.869027880274274,0.7578152215276867,6,4,11
Tokelau,Austronesian,toke1240a,toke1240a_REAL,N,0.9971791604898426,2.905764584655453,1.7194013827120649,0.7222222222222223,8,4,14
Tokotu'a_(Kabaena),Austronesian,kaba1285,kaba1285_REAL,N,0.0,0.9852281360342516,1.0,1.0,2,2,4
Tolaki,Austronesian,tola1247,tola1247_REAL,N,0.8865408928220899,1.1863929342238186,1.1908887189090465,0.30434782608695654,3,3,5
Tomadino,Austronesian,toma1248,toma1248_REAL,N,0.0,0.9852281360342516,1.0,1.0,2,2,4
Tombulu,Austronesian,tomb1243,tomb1243_REAL,N,0.8865408928220897,1.4800836951874476,2.450908283750182,1.5643673909280924,5,6,12
Tongan,Austronesian,tong1325,tong1325_REAL,N,0.019887707344898864,2.2286329568116936,2.1000689306627534,2.0801812233178545,5,5,23
Tonsea,Austronesian,tons1240,tons1240_REAL,N,0.8865408928220898,1.4800836951874476,1.8865408928220897,0.9999999999999999,5,4,10
Toqabaqita,Austronesian,toab1237,toab1237_REAL,N,0.9182958340544896,0.9182958340544896,1.2516291673878228,0.3333333333333333,2,3,3
Torete,Austronesian,tore1237,tore1237_REAL,N,0.0,0.9852281360342516,1.0,1.0,2,2,4
Totoli,Austronesian,toto1304,toto1304_REAL,N,1.582193066735134,2.0018228256222304,2.9300191536916556,1.3478260869565215,5,8,12
Tubuai,Austronesian,tubu1240,tubu1240_REAL,N,2.220446049250313e-16,1.9502120649147465,1.0,0.9999999999999998,4,2,8
Tukang_Besi_South,Austronesian,tuka1249,tuka1249_REAL,N,0.0,0.9852281360342516,1.0,1.0,2,2,4
Tulambatu,Austronesian,tula1253,tula1253_REAL,N,0.0,0.9852281360342516,1.0,1.0,2,2,4
Tungag,Austronesian,tung1290,tung1290_REAL,N,0.0,0.9852281360342516,1.0,1.0,2,2,4
Tuvalu_(Nanumea),Austronesian,tuva1244,tuva1244_REAL,N,0.5615001432628606,1.882045108136862,2.0504180779514054,1.4889179346885448,4,5,12
Ulawa,Austronesian,ulaw1237,ulaw1237_REAL,N,0.9544340029249652,1.561278124459133,1.9544340029249652,1.0,3,4,6
Uma_Juman_(Kayan),Austronesian,umaj1240,umaj1240_REAL,N,2.220446049250313e-16,1.4800836951874476,1.0,0.9999999999999998,5,2,10
Umiray_Dumaget_Agta,Austronesian,umir1236,umir1236_REAL,N,2.220446049250313e-16,1.6644977792004614,1.0,0.9999999999999998,4,2,8
Urak_Lawoi,Austronesian,urak1238,urak1238_REAL,N,1.1102230246251565e-16,1.3787834934861756,1.0,0.9999999999999999,3,2,6
Ura,Austronesian,urav1235,urav1235_REAL,N,0.0,1.9219280948873623,1.0,1.0,4,2,8
Uripiv-Wala-Rano-Atchin,Austronesian,urip1239,urip1239_REAL,N,1.0960029177460535,2.4696704873718613,1.480618302361438,0.38461538461538464,6,3,9
Vaekau-Taumako,Austronesian,pile1238,pile1238_REAL,N,0.25982395954340953,2.0444510861155405,2.28198809016632,2.0221641306229103,5,5,19
Vao,Austronesian,vaoo1237,vaoo1237_REAL,N,1.1102230246251565e-16,1.3787834934861756,1.0,0.9999999999999999,3,2,6
Varisi,Austronesian,vari1239,vari1239_REAL,N,1.1102230246251565e-16,1.3787834934861756,1.0,0.9999999999999999,3,2,6
Vera'a,Austronesian,vera1241,vera1241_REAL,N,2.220446049250313e-16,1.3787834934861756,1.0,0.9999999999999998,3,2,6
Vures,Austronesian,vure1239,vure1239_REAL,N,0.0,1.3787834934861753,1.0,1.0,3,2,6
Waia,Austronesian,waia1242,waia1242_REAL,N,1.1102230246251565e-16,0.9852281360342516,1.0,0.9999999999999999,2,2,4
Wallisian_(East_Uvea),Austronesian,wall1257,wall1257_REAL,N,2.220446049250313e-16,2.2359263506290326,1.0,0.9999999999999998,5,2,10
Waropen,Austronesian,waro1242,waro1242_REAL,N,2.220446049250313e-16,1.9502120649147465,1.0,0.9999999999999998,4,2,8
Waru,Austronesian,waru1266,waru1266_REAL,N,0.0,0.9852281360342516,1.0,1.0,2,2,4
Watut,Austronesian,watu1246,watu1246_REAL,N,0.5842854806601536,2.3496489125787523,1.932111567616675,1.3478260869565213,6,4,14
Wawonii,Austronesian,wawo1239,wawo1239_REAL,N,0.8865408928220899,1.1863929342238186,1.88654089282209,1.0,3,4,6
Weda,Austronesian,weda1240,weda1240_REAL,N,0.7219280948873621,1.9219280948873623,2.1709505944546685,1.4490224995673064,6,5,12
Western_Bukidnon_Manobo,Austronesian,west2555,west2555_REAL,N,0.003131748843799853,1.5203750945933545,1.88654089282209,1.88340914397829,3,4,12
Western_Tawbuid_(Batangan),Austronesian,west2559,west2559_REAL,N,0.8865408928220899,1.0666152167384504,2.168724588286136,1.282183695464046,3,5,7
West_Coast_Bajau,Austronesian,west2560,west2560_REAL,N,0.8865408928220897,1.1863929342238186,1.8865408928220897,1.0,3,4,6
West_Futuna,Austronesian,west2515,west2515_REAL,N,1.0197678706858173,2.103932197169916,2.5095954571127623,1.489827586426945,5,7,15
Whitesands,Austronesian,whit1269,whit1269_REAL,N,0.44477166784364575,1.4353713907745331,1.5820239409642765,1.1372522731206307,3,3,6
Wiwirano,Austronesian,wiwi1237,wiwi1237_REAL,N,0.0,0.9852281360342516,1.0,1.0,2,2,4
Wogeo,Austronesian,woge1237,woge1237_REAL,N,0.0,1.3787834934861753,1.0,1.0,3,2,6
Wolio,Austronesian,woli1241,woli1241_REAL,N,1.1102230246251565e-16,0.9852281360342516,1.0,0.9999999999999999,2,2,4
Wuvulu_Aua,Austronesian,wuvu1239,wuvu1239_REAL,N,0.000278355458822821,1.4893528122429374,1.4830886756941757,1.4828103202353529,3,3,9
Xalangi_(Maevo_Vanuatu),Austronesian,mari1426h,mari1426h_REAL,N,0.9732580062840585,1.930019153691655,1.7993449628057976,0.8260869565217391,4,4,7
Xaracuu_(Canala),Austronesian,xara1244,xara1244_REAL,N,1.1102230246251565e-16,1.584962500721156,1.0,0.9999999999999999,3,2,6
Yabem,Austronesian,yabe1254,yabe1254_REAL,N,1.4509082837501823,3.153571738477581,3.146560457663226,1.6956521739130437,10,10,32
Yakan,Austronesian,yaka1277,yaka1277_REAL,N,0.8865408928220901,1.3931271734483173,2.115712373117718,1.2291714802956277,5,5,11
Yamdena,Austronesian,yamd1240,yamd1240_REAL,N,0.22045997632298664,0.7063341325053345,1.831701971066064,1.6112419947430774,5,5,13
Yami_Tao_,Austronesian,yami1254,yami1254_REAL,N,0.7904685707328281,1.6854752972273344,1.6854752972273344,0.8950067264945063,4,4,8
Zabana_(Kia),Austronesian,zaba1237,zaba1237_REAL,N,0.0,0.9852281360342516,1.0,1.0,2,2,4
